Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10389,2023-12-19,12,Dec,Q4,Oyo,Instagram Shop,Sports & Fitness,18-24,Female,Homemaker,Mobile,Cash on Delivery,2-3 Days,28165.49,3,84496.47,5,4224.82,80271.65,2,5,High,0,4.0
NM-10390,2023-07-11,7,Jul,Q3,Lagos,Jumia,Fashion,35-44,Male,Young Professional,Mobile,USSD,Next Day,23946.51,1,23946.51,5,1197.33,22749.18,1,5,High,0,4.3
NM-10391,2023-01-28,1,Jan,Q1,Lagos,Jiji,Automobile Parts,25-34,Male,Business Owner,Desktop,USSD,2-3 Days,182073.36,2,364146.72,0,0.0,364146.72,3,3,Medium,0,4.7
NM-10392,2023-04-15,4,Apr,Q2,Abuja,Instagram Shop,Electronics,18-24,Female,Retiree,Desktop,Card,Same Day,94163.89,1,94163.89,15,14124.58,80039.31,1,4,High,0,4.2
NM-10393,2023-08-05,8,Aug,Q3,Rivers,Jumia,Books & Education,25-34,Male,Business Owner,Tablet,Transfer,Standard (5-7 Days),8321.45,2,16642.9,15,2496.44,14146.46,6,3,Low,1,4.2
NM-10394,2023-02-06,2,Feb,Q1,Enugu,PayPorte,Health & Beauty,25-34,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,13330.11,2,26660.22,0,0.0,26660.22,2,5,High,0,3.8
NM-10395,2023-03-05,3,Mar,Q1,Anambra,WhatsApp Commerce,Sports & Fitness,25-34,Male,Retiree,Mobile,Cash on Delivery,Same Day,33246.78,2,66493.56,0,0.0,66493.56,1,4,High,0,3.1
NM-10396,2023-05-14,5,May,Q2,Anambra,Instagram Shop,Home & Living,35-44,Female,Student,Mobile,Card,Same Day,74625.1,4,298500.4,0,0.0,298500.4,1,3,Low,0,3.8
NM-10397,2023-06-04,6,Jun,Q2,Borno,WhatsApp Commerce,Fashion,45-54,Male,Business Owner,Desktop,Wallet,Next Day,24027.17,1,24027.17,20,4805.43,19221.74,2,5,High,0,4.6
NM-10398,2023-12-23,12,Dec,Q4,Oyo,Shoprite Online,Automobile Parts,18-24,Male,Homemaker,Mobile,USSD,Standard (5-7 Days),88225.2,1,88225.2,0,0.0,88225.2,5,3,High,0,3.4
NM-10399,2023-07-29,7,Jul,Q3,Abuja,Konga,Home & Living,25-34,Female,Student,Mobile,Card,Next Day,55684.0,3,167052.0,0,0.0,167052.0,1,3,Low,0,3.8
NM-10400,2023-01-04,1,Jan,Q1,Delta,PayPorte,Fashion,18-24,Female,Homemaker,Mobile,Transfer,Same Day,18777.96,1,18777.96,25,4694.49,14083.47,1,5,High,0,3.7
NM-10401,2023-01-02,1,Jan,Q1,Kaduna,Shoprite Online,Sports & Fitness,45-54,Female,Business Owner,Mobile,Cash on Delivery,2-3 Days,38725.86,2,77451.72,15,11617.76,65833.96,2,2,Medium,0,3.9
NM-10402,2023-06-16,6,Jun,Q2,Delta,Jiji,Home & Living,35-44,Female,Business Owner,Tablet,Transfer,Same Day,82961.88,1,82961.88,5,4148.09,78813.79,1,5,High,0,4.4
NM-10403,2023-06-04,6,Jun,Q2,Abuja,Shoprite Online,Health & Beauty,18-24,Female,Student,Mobile,Wallet,Same Day,29551.51,5,147757.55,30,44327.26,103430.29,1,5,High,0,3.3
NM-10404,2023-05-12,5,May,Q2,Abuja,Jumia,Electronics,35-44,Male,Retiree,Desktop,Card,Standard (5-7 Days),238087.45,4,952349.8,10,95234.98,857114.82,5,4,Medium,0,3.6
NM-10405,2023-02-14,2,Feb,Q1,Kaduna,Konga,Automobile Parts,25-34,Male,Retiree,Tablet,Wallet,Next Day,29385.44,1,29385.44,10,2938.54,26446.9,1,5,High,0,3.6
NM-10406,2023-04-24,4,Apr,Q2,Enugu,Jumia,Automobile Parts,25-34,Female,Homemaker,Mobile,Cash on Delivery,Next Day,28464.5,1,28464.5,20,5692.9,22771.6,2,5,High,0,4.4
NM-10407,2023-09-02,9,Sep,Q3,Lagos,Jiji,Health & Beauty,55+,Female,Student,Tablet,Wallet,2-3 Days,23010.0,1,23010.0,0,0.0,23010.0,2,3,High,0,4.9
NM-10408,2023-03-23,3,Mar,Q1,Rivers,PayPorte,Electronics,55+,Female,Student,Desktop,Card,2-3 Days,347006.18,1,347006.18,5,17350.31,329655.87,3,4,Medium,0,3.4
NM-10409,2023-08-23,8,Aug,Q3,Enugu,Konga,Food & Grocery,45-54,Female,Homemaker,Desktop,USSD,Same Day,17056.58,2,34113.16,5,1705.66,32407.5,1,4,Medium,0,4.6
NM-10410,2023-08-31,8,Aug,Q3,Abuja,PayPorte,Food & Grocery,55+,Male,Retiree,Tablet,Cash on Delivery,Next Day,6131.56,1,6131.56,30,1839.47,4292.09,2,4,Medium,0,4.0
NM-10411,2023-01-06,1,Jan,Q1,Borno,Instagram Shop,Automobile Parts,35-44,Male,Retiree,Desktop,Transfer,2-3 Days,31040.07,1,31040.07,5,1552.0,29488.07,2,4,Medium,0,4.6
NM-10412,2023-10-03,10,Oct,Q4,Kano,Konga,Automobile Parts,18-24,Female,Retiree,Mobile,USSD,2-3 Days,43498.85,3,130496.55,0,0.0,130496.55,2,5,High,0,3.8
NM-10413,2023-12-01,12,Dec,Q4,Abuja,Jumia,Food & Grocery,18-24,Female,Young Professional,Mobile,Transfer,Same Day,5707.84,2,11415.68,20,2283.14,9132.54,1,5,High,0,3.5
NM-10414,2023-06-30,6,Jun,Q2,Oyo,Jumia,Health & Beauty,35-44,Female,Young Professional,Mobile,Wallet,Standard (5-7 Days),22200.59,1,22200.59,10,2220.06,19980.53,5,2,Medium,1,4.0
NM-10415,2023-08-22,8,Aug,Q3,Kano,PayPorte,Automobile Parts,35-44,Male,Business Owner,Mobile,Transfer,Standard (5-7 Days),23984.78,1,23984.78,5,1199.24,22785.54,5,3,Medium,0,4.3
NM-10416,2023-05-07,5,May,Q2,Kaduna,Jiji,Food & Grocery,25-34,Female,Young Professional,Desktop,Cash on Delivery,Standard (5-7 Days),3783.07,1,3783.07,0,0.0,3783.07,6,3,Medium,0,3.5
NM-10417,2023-03-05,3,Mar,Q1,Rivers,Jumia,Fashion,55+,Female,Student,Tablet,Cash on Delivery,Standard (5-7 Days),10380.72,2,20761.44,5,1038.07,19723.37,7,2,Low,0,3.9
NM-10418,2023-12-03,12,Dec,Q4,Anambra,Jumia,Automobile Parts,35-44,Female,Young Professional,Mobile,Cash on Delivery,Same Day,32262.73,1,32262.73,15,4839.41,27423.32,1,5,High,0,4.0
NM-10419,2023-06-06,6,Jun,Q2,Delta,Jiji,Health & Beauty,35-44,Male,Business Owner,Mobile,Cash on Delivery,2-3 Days,15711.73,1,15711.73,0,0.0,15711.73,2,3,Low,0,3.2
NM-10420,2023-12-13,12,Dec,Q4,Oyo,Jiji,Books & Education,25-34,Female,Retiree,Tablet,Transfer,Next Day,13489.09,2,26978.18,5,1348.91,25629.27,1,5,High,1,4.3
NM-10421,2023-03-10,3,Mar,Q1,Enugu,PayPorte,Electronics,18-24,Male,Young Professional,Mobile,Wallet,Next Day,187084.3,4,748337.2,5,37416.86,710920.34,2,5,High,0,4.7
NM-10422,2023-11-26,11,Nov,Q4,Abuja,Jumia,Books & Education,25-34,Male,Homemaker,Mobile,USSD,Standard (5-7 Days),8459.64,3,25378.92,25,6344.73,19034.19,6,1,Low,0,4.0
NM-10423,2023-01-04,1,Jan,Q1,Lagos,Jumia,Books & Education,25-34,Female,Business Owner,Mobile,Card,Next Day,3601.01,2,7202.02,0,0.0,7202.02,2,4,High,0,4.4
NM-10424,2023-07-22,7,Jul,Q3,Delta,Jumia,Sports & Fitness,18-24,Male,Business Owner,Mobile,Cash on Delivery,Same Day,36000.24,1,36000.24,0,0.0,36000.24,1,5,High,0,3.7
NM-10425,2023-01-07,1,Jan,Q1,Anambra,Jiji,Automobile Parts,18-24,Male,Business Owner,Mobile,Card,Same Day,155337.91,1,155337.91,10,15533.79,139804.12,1,5,Medium,0,4.5
NM-10426,2023-08-08,8,Aug,Q3,Rivers,Jiji,Food & Grocery,55+,Male,Student,Mobile,Card,2-3 Days,6563.49,2,13126.98,15,1969.05,11157.93,2,4,Medium,0,3.5
NM-10427,2023-12-25,12,Dec,Q4,Rivers,Instagram Shop,Automobile Parts,25-34,Female,Homemaker,Mobile,Transfer,Same Day,129595.52,1,129595.52,5,6479.78,123115.74,1,5,Medium,0,4.9
NM-10428,2023-11-07,11,Nov,Q4,Anambra,Jumia,Electronics,25-34,Male,Young Professional,Mobile,Card,2-3 Days,48755.17,1,48755.17,25,12188.79,36566.38,3,2,Low,0,4.6
NM-10429,2023-11-19,11,Nov,Q4,Borno,Jiji,Sports & Fitness,18-24,Male,Young Professional,Mobile,Card,Standard (5-7 Days),60436.65,1,60436.65,10,6043.66,54392.99,7,3,Low,1,4.2
NM-10430,2023-05-10,5,May,Q2,Oyo,PayPorte,Home & Living,18-24,Female,Business Owner,Desktop,Wallet,Next Day,107532.47,2,215064.94,15,32259.74,182805.2,2,4,High,0,4.0
NM-10431,2023-12-22,12,Dec,Q4,Enugu,Shoprite Online,Food & Grocery,18-24,Female,Business Owner,Mobile,Wallet,2-3 Days,6374.39,3,19123.17,5,956.16,18167.01,2,5,High,0,3.5
NM-10432,2023-05-13,5,May,Q2,Kano,Jumia,Home & Living,25-34,Female,Homemaker,Mobile,Wallet,Standard (5-7 Days),39892.17,1,39892.17,15,5983.83,33908.34,5,1,Low,1,3.9
NM-10433,2023-06-16,6,Jun,Q2,Lagos,Jiji,Home & Living,35-44,Female,Business Owner,Mobile,Card,2-3 Days,14573.31,2,29146.62,10,2914.66,26231.96,3,3,High,0,3.0
NM-10434,2023-12-01,12,Dec,Q4,Kaduna,Jumia,Health & Beauty,35-44,Female,Young Professional,Mobile,Card,Same Day,10863.72,2,21727.44,10,2172.74,19554.7,1,4,High,0,4.1
NM-10435,2023-10-19,10,Oct,Q4,Anambra,Konga,Books & Education,45-54,Male,Retiree,Mobile,Transfer,Next Day,8122.0,2,16244.0,10,1624.4,14619.6,1,5,High,0,4.1
NM-10436,2023-01-11,1,Jan,Q1,Delta,Instagram Shop,Automobile Parts,35-44,Male,Homemaker,Desktop,Transfer,Same Day,29126.82,1,29126.82,15,4369.02,24757.8,1,5,High,0,4.6
NM-10437,2023-10-16,10,Oct,Q4,Lagos,Instagram Shop,Fashion,25-34,Female,Retiree,Desktop,Wallet,Same Day,40480.39,3,121441.17,5,6072.06,115369.11,1,3,High,0,3.2
NM-10438,2023-04-27,4,Apr,Q2,Lagos,Jumia,Health & Beauty,18-24,Male,Business Owner,Mobile,Transfer,Next Day,16381.9,1,16381.9,10,1638.19,14743.71,1,5,Medium,0,3.6
NM-10439,2023-09-29,9,Sep,Q3,Oyo,Konga,Sports & Fitness,35-44,Male,Homemaker,Mobile,Transfer,Same Day,29448.15,1,29448.15,5,1472.41,27975.74,1,5,High,0,4.7
NM-10440,2023-09-02,9,Sep,Q3,Abuja,Shoprite Online,Food & Grocery,35-44,Female,Retiree,Mobile,Card,Standard (5-7 Days),20736.94,1,20736.94,5,1036.85,19700.09,5,2,Medium,0,4.0
NM-10441,2023-10-01,10,Oct,Q4,Anambra,Jiji,Sports & Fitness,25-34,Female,Student,Desktop,Card,Standard (5-7 Days),41437.71,1,41437.71,0,0.0,41437.71,7,3,High,0,4.4
NM-10442,2023-06-28,6,Jun,Q2,Rivers,Konga,Home & Living,55+,Male,Young Professional,Mobile,Transfer,Next Day,46498.73,3,139496.19,15,20924.43,118571.76,1,3,High,1,3.8
NM-10443,2023-08-06,8,Aug,Q3,Rivers,Jumia,Food & Grocery,35-44,Female,Business Owner,Tablet,Transfer,Standard (5-7 Days),10548.74,2,21097.48,10,2109.75,18987.73,7,4,High,0,4.2
NM-10444,2023-08-16,8,Aug,Q3,Anambra,Jumia,Food & Grocery,25-34,Female,Business Owner,Desktop,Cash on Delivery,2-3 Days,19972.13,2,39944.26,0,0.0,39944.26,2,1,Low,1,4.6
NM-10445,2023-02-17,2,Feb,Q1,Enugu,PayPorte,Health & Beauty,55+,Male,Retiree,Mobile,Wallet,Standard (5-7 Days),19448.78,5,97243.9,0,0.0,97243.9,7,1,Medium,1,3.2
NM-10446,2023-02-09,2,Feb,Q1,Delta,Konga,Automobile Parts,18-24,Male,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),77638.71,2,155277.42,5,7763.87,147513.55,5,3,Low,0,3.9
NM-10447,2023-01-24,1,Jan,Q1,Enugu,Jumia,Electronics,35-44,Female,Young Professional,Mobile,Card,Same Day,31096.38,1,31096.38,5,1554.82,29541.56,1,5,High,0,4.4
NM-10448,2023-10-28,10,Oct,Q4,Kaduna,Konga,Fashion,35-44,Male,Homemaker,Desktop,Wallet,Same Day,39490.12,1,39490.12,0,0.0,39490.12,1,3,High,1,4.4
NM-10449,2023-08-09,8,Aug,Q3,Kano,WhatsApp Commerce,Sports & Fitness,25-34,Female,Young Professional,Desktop,Cash on Delivery,2-3 Days,7040.98,2,14081.96,10,1408.2,12673.76,2,4,High,1,3.2
NM-10450,2023-06-01,6,Jun,Q2,Lagos,Jumia,Health & Beauty,18-24,Male,Homemaker,Desktop,Wallet,Standard (5-7 Days),7747.86,1,7747.86,5,387.39,7360.47,5,3,Medium,1,4.5
NM-10451,2023-07-29,7,Jul,Q3,Delta,PayPorte,Food & Grocery,25-34,Male,Retiree,Tablet,Transfer,Same Day,21711.02,3,65133.06,0,0.0,65133.06,1,3,Medium,0,4.8
NM-10452,2023-07-12,7,Jul,Q3,Lagos,Jiji,Electronics,18-24,Male,Retiree,Mobile,Card,Same Day,67998.94,1,67998.94,0,0.0,67998.94,1,3,Medium,0,4.8
NM-10453,2023-06-12,6,Jun,Q2,Delta,Jumia,Food & Grocery,18-24,Male,Student,Desktop,Transfer,Standard (5-7 Days),9875.74,2,19751.48,0,0.0,19751.48,6,3,Medium,1,3.8
NM-10454,2023-04-19,4,Apr,Q2,Borno,Jumia,Automobile Parts,55+,Male,Business Owner,Desktop,Transfer,Standard (5-7 Days),174659.96,4,698639.84,10,69863.98,628775.86,7,2,Low,1,4.0
NM-10455,2023-03-26,3,Mar,Q1,Rivers,PayPorte,Health & Beauty,25-34,Female,Homemaker,Desktop,Card,Standard (5-7 Days),8954.67,4,35818.68,5,1790.93,34027.75,6,4,High,0,4.8
NM-10456,2023-03-17,3,Mar,Q1,Rivers,Jumia,Food & Grocery,18-24,Male,Young Professional,Mobile,USSD,Same Day,13487.25,1,13487.25,15,2023.09,11464.16,1,5,High,0,4.3
NM-10457,2023-04-18,4,Apr,Q2,Borno,Jumia,Home & Living,35-44,Male,Young Professional,Mobile,Card,Next Day,114523.34,5,572616.7,10,57261.67,515355.03,1,2,Low,1,4.1
NM-10458,2023-07-11,7,Jul,Q3,Anambra,Konga,Automobile Parts,55+,Male,Retiree,Tablet,Wallet,Same Day,41963.87,2,83927.74,10,8392.77,75534.97,1,5,Medium,0,4.6
NM-10459,2023-11-16,11,Nov,Q4,Abuja,Shoprite Online,Fashion,18-24,Female,Homemaker,Mobile,Transfer,Standard (5-7 Days),41943.61,1,41943.61,5,2097.18,39846.43,6,2,Low,1,4.9
NM-10460,2023-09-17,9,Sep,Q3,Kaduna,WhatsApp Commerce,Books & Education,55+,Female,Business Owner,Desktop,Cash on Delivery,Same Day,5328.66,3,15985.98,0,0.0,15985.98,1,5,Medium,0,3.7
NM-10461,2023-04-09,4,Apr,Q2,Enugu,Shoprite Online,Sports & Fitness,25-34,Female,Student,Mobile,USSD,Standard (5-7 Days),50836.36,1,50836.36,0,0.0,50836.36,7,3,High,0,3.6
NM-10462,2023-05-14,5,May,Q2,Kano,Konga,Fashion,45-54,Female,Student,Mobile,Card,Standard (5-7 Days),38168.19,1,38168.19,5,1908.41,36259.78,5,3,High,0,4.4
NM-10463,2023-06-02,6,Jun,Q2,Abuja,Jiji,Electronics,25-34,Female,Student,Tablet,Card,Next Day,79932.69,3,239798.07,15,35969.71,203828.36,2,2,Low,1,4.7
NM-10464,2023-07-05,7,Jul,Q3,Abuja,Konga,Fashion,18-24,Female,Retiree,Mobile,Transfer,Next Day,41334.2,1,41334.2,0,0.0,41334.2,1,5,Medium,0,4.3
NM-10465,2023-06-27,6,Jun,Q2,Delta,Shoprite Online,Food & Grocery,18-24,Male,Business Owner,Mobile,USSD,Same Day,13129.95,2,26259.9,10,2625.99,23633.91,1,4,Medium,0,3.3
NM-10466,2023-05-18,5,May,Q2,Kaduna,Jumia,Home & Living,35-44,Female,Young Professional,Mobile,Transfer,Same Day,36471.65,1,36471.65,0,0.0,36471.65,1,5,High,1,3.8
NM-10467,2023-09-07,9,Sep,Q3,Oyo,WhatsApp Commerce,Fashion,18-24,Male,Retiree,Desktop,Wallet,2-3 Days,21205.81,1,21205.81,10,2120.58,19085.23,3,2,Low,1,4.6
NM-10468,2023-09-29,9,Sep,Q3,Delta,Jumia,Electronics,35-44,Female,Business Owner,Mobile,Wallet,2-3 Days,133004.87,1,133004.87,0,0.0,133004.87,3,4,High,0,3.7
NM-10469,2023-11-05,11,Nov,Q4,Kaduna,PayPorte,Sports & Fitness,35-44,Male,Business Owner,Mobile,Card,Next Day,20125.31,1,20125.31,10,2012.53,18112.78,1,5,High,0,4.6
NM-10470,2023-05-02,5,May,Q2,Delta,Jumia,Health & Beauty,35-44,Female,Homemaker,Mobile,Cash on Delivery,Next Day,21233.45,1,21233.45,10,2123.34,19110.11,1,3,High,0,4.2
NM-10471,2023-07-24,7,Jul,Q3,Kaduna,Jiji,Fashion,25-34,Female,Business Owner,Mobile,Cash on Delivery,2-3 Days,6350.22,2,12700.44,5,635.02,12065.42,3,4,High,1,3.2
NM-10472,2023-12-19,12,Dec,Q4,Kaduna,Instagram Shop,Fashion,18-24,Male,Young Professional,Mobile,Transfer,Next Day,33418.64,1,33418.64,0,0.0,33418.64,2,5,High,0,4.9
NM-10473,2023-03-17,3,Mar,Q1,Abuja,Jumia,Automobile Parts,18-24,Male,Student,Mobile,USSD,Standard (5-7 Days),152582.69,3,457748.07,25,114437.02,343311.05,7,1,Low,1,4.5
NM-10474,2023-09-11,9,Sep,Q3,Rivers,Jumia,Health & Beauty,35-44,Male,Homemaker,Mobile,Transfer,Next Day,4458.68,1,4458.68,0,0.0,4458.68,2,2,Low,1,3.9
NM-10475,2023-09-20,9,Sep,Q3,Delta,PayPorte,Fashion,55+,Female,Business Owner,Mobile,Card,Standard (5-7 Days),11526.87,1,11526.87,0,0.0,11526.87,7,2,Low,1,4.5
NM-10476,2023-10-09,10,Oct,Q4,Rivers,Jumia,Books & Education,25-34,Male,Young Professional,Mobile,Card,Standard (5-7 Days),2634.9,1,2634.9,0,0.0,2634.9,5,3,Medium,0,4.7
NM-10477,2023-01-26,1,Jan,Q1,Rivers,Jumia,Automobile Parts,25-34,Male,Business Owner,Mobile,Card,Standard (5-7 Days),132098.21,4,528392.84,0,0.0,528392.84,7,2,Low,1,4.0
NM-10478,2023-05-28,5,May,Q2,Abuja,Jumia,Health & Beauty,35-44,Female,Retiree,Mobile,Cash on Delivery,2-3 Days,26351.17,1,26351.17,10,2635.12,23716.05,3,3,Medium,0,4.7
NM-10479,2023-01-05,1,Jan,Q1,Kano,WhatsApp Commerce,Books & Education,45-54,Male,Retiree,Mobile,Cash on Delivery,2-3 Days,9519.07,4,38076.28,10,3807.63,34268.65,2,2,Low,1,4.1
NM-10480,2023-10-07,10,Oct,Q4,Kano,Shoprite Online,Fashion,25-34,Male,Student,Mobile,Transfer,Standard (5-7 Days),13808.26,1,13808.26,5,690.41,13117.85,6,3,High,0,4.7
NM-10481,2023-12-04,12,Dec,Q4,Borno,Konga,Health & Beauty,55+,Female,Student,Desktop,Wallet,Next Day,34807.83,1,34807.83,0,0.0,34807.83,2,4,High,0,4.6
NM-10482,2023-05-22,5,May,Q2,Enugu,Amazon Nigeria,Books & Education,25-34,Male,Retiree,Mobile,Wallet,2-3 Days,5675.86,1,5675.86,10,567.59,5108.27,2,5,High,0,3.2
NM-10483,2023-06-05,6,Jun,Q2,Lagos,Konga,Food & Grocery,35-44,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,13196.97,1,13196.97,0,0.0,13196.97,2,3,High,0,4.1
NM-10484,2023-03-15,3,Mar,Q1,Lagos,Jumia,Food & Grocery,55+,Female,Homemaker,Desktop,USSD,Next Day,24906.03,1,24906.03,10,2490.6,22415.43,1,2,Low,0,4.7
NM-10485,2023-03-11,3,Mar,Q1,Oyo,Instagram Shop,Health & Beauty,35-44,Male,Retiree,Mobile,Card,Next Day,16030.15,1,16030.15,5,801.51,15228.64,2,3,High,0,3.2
NM-10486,2023-07-30,7,Jul,Q3,Enugu,Konga,Sports & Fitness,25-34,Male,Student,Desktop,Wallet,Standard (5-7 Days),39057.58,3,117172.74,0,0.0,117172.74,5,3,Medium,0,3.7
NM-10487,2023-09-23,9,Sep,Q3,Enugu,Amazon Nigeria,Health & Beauty,25-34,Male,Business Owner,Desktop,Transfer,Next Day,17457.17,1,17457.17,0,0.0,17457.17,1,3,Medium,0,3.7
NM-10488,2023-11-24,11,Nov,Q4,Lagos,Jumia,Electronics,18-24,Female,Homemaker,Mobile,Card,Standard (5-7 Days),300505.66,1,300505.66,5,15025.28,285480.38,7,3,Low,0,3.7
NM-10489,2023-06-03,6,Jun,Q2,Abuja,Jumia,Fashion,25-34,Female,Student,Mobile,Cash on Delivery,Standard (5-7 Days),19991.41,5,99957.05,15,14993.56,84963.49,7,3,Medium,0,4.6
NM-10490,2023-12-08,12,Dec,Q4,Rivers,Jumia,Home & Living,55+,Female,Business Owner,Mobile,Cash on Delivery,Same Day,36645.86,1,36645.86,15,5496.88,31148.98,1,3,Medium,0,4.3
NM-10491,2023-05-22,5,May,Q2,Lagos,Jiji,Books & Education,25-34,Female,Homemaker,Desktop,Transfer,Next Day,1623.12,1,1623.12,10,162.31,1460.81,1,5,Medium,0,4.3
NM-10492,2023-09-05,9,Sep,Q3,Borno,Konga,Food & Grocery,18-24,Female,Homemaker,Desktop,USSD,Standard (5-7 Days),10660.02,1,10660.02,10,1066.0,9594.02,7,2,Low,0,4.6
NM-10493,2023-05-02,5,May,Q2,Kano,Jumia,Fashion,35-44,Female,Student,Desktop,Cash on Delivery,2-3 Days,7428.14,3,22284.42,15,3342.66,18941.76,3,2,Low,0,4.3
NM-10494,2023-04-13,4,Apr,Q2,Lagos,Instagram Shop,Sports & Fitness,55+,Female,Business Owner,Mobile,Transfer,Next Day,18874.56,1,18874.56,10,1887.46,16987.1,1,4,High,0,4.2
NM-10495,2023-11-25,11,Nov,Q4,Abuja,Jumia,Food & Grocery,25-34,Female,Young Professional,Mobile,Transfer,Same Day,14147.55,1,14147.55,0,0.0,14147.55,1,5,Medium,0,4.0
NM-10496,2023-06-19,6,Jun,Q2,Abuja,Jiji,Food & Grocery,25-34,Female,Homemaker,Mobile,Wallet,Standard (5-7 Days),2518.48,3,7555.44,0,0.0,7555.44,7,3,High,0,3.6
NM-10497,2023-05-15,5,May,Q2,Enugu,Jiji,Health & Beauty,35-44,Female,Retiree,Mobile,Cash on Delivery,Same Day,23730.04,1,23730.04,5,1186.5,22543.54,1,3,Medium,0,4.8
NM-10498,2023-11-03,11,Nov,Q4,Lagos,Jumia,Fashion,55+,Female,Retiree,Desktop,Wallet,2-3 Days,34050.15,4,136200.6,20,27240.12,108960.48,2,4,High,0,4.1
NM-10499,2023-10-10,10,Oct,Q4,Rivers,Jumia,Electronics,35-44,Female,Business Owner,Desktop,Transfer,Standard (5-7 Days),176528.07,1,176528.07,5,8826.4,167701.67,7,3,Low,0,4.8
NM-10500,2023-07-31,7,Jul,Q3,Kaduna,Konga,Sports & Fitness,18-24,Male,Business Owner,Desktop,Cash on Delivery,Next Day,60808.15,3,182424.45,15,27363.67,155060.78,1,4,Medium,0,3.9
NM-10501,2023-02-09,2,Feb,Q1,Borno,PayPorte,Home & Living,35-44,Female,Young Professional,Mobile,USSD,Standard (5-7 Days),33772.87,1,33772.87,5,1688.64,32084.23,6,3,High,0,3.6
NM-10502,2023-12-28,12,Dec,Q4,Rivers,Jiji,Health & Beauty,18-24,Female,Homemaker,Mobile,USSD,Same Day,33393.31,1,33393.31,0,0.0,33393.31,1,5,High,0,3.3
NM-10503,2023-02-13,2,Feb,Q1,Rivers,PayPorte,Books & Education,25-34,Male,Student,Mobile,Transfer,2-3 Days,2306.22,3,6918.66,5,345.93,6572.73,3,4,High,0,4.1
NM-10504,2023-01-15,1,Jan,Q1,Oyo,Jumia,Sports & Fitness,45-54,Female,Homemaker,Desktop,Transfer,2-3 Days,29911.77,3,89735.31,5,4486.77,85248.54,2,4,High,0,4.2
NM-10505,2023-12-16,12,Dec,Q4,Anambra,Jiji,Health & Beauty,18-24,Male,Homemaker,Tablet,Card,Next Day,33406.44,1,33406.44,0,0.0,33406.44,2,4,High,0,4.6
NM-10506,2023-01-05,1,Jan,Q1,Borno,Jumia,Health & Beauty,25-34,Male,Student,Mobile,Wallet,Next Day,17659.28,4,70637.12,5,3531.86,67105.26,1,5,High,0,4.1
NM-10507,2023-11-13,11,Nov,Q4,Oyo,Shoprite Online,Health & Beauty,35-44,Male,Retiree,Desktop,USSD,Next Day,23819.29,1,23819.29,10,2381.93,21437.36,1,4,Medium,1,5.0
NM-10508,2023-08-16,8,Aug,Q3,Oyo,Jumia,Sports & Fitness,25-34,Male,Homemaker,Mobile,Wallet,Next Day,12601.87,1,12601.87,0,0.0,12601.87,2,4,Medium,0,3.9
NM-10509,2023-03-18,3,Mar,Q1,Anambra,Amazon Nigeria,Sports & Fitness,18-24,Male,Business Owner,Tablet,Cash on Delivery,Same Day,73302.32,1,73302.32,10,7330.23,65972.09,1,5,High,0,4.5
NM-10510,2023-09-28,9,Sep,Q3,Abuja,Instagram Shop,Home & Living,25-34,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),96793.64,2,193587.28,10,19358.73,174228.55,6,2,Medium,1,5.0
NM-10511,2023-02-09,2,Feb,Q1,Rivers,Konga,Fashion,18-24,Female,Business Owner,Mobile,Card,2-3 Days,41414.69,2,82829.38,10,8282.94,74546.44,3,4,Medium,0,4.0
NM-10512,2023-03-17,3,Mar,Q1,Borno,PayPorte,Health & Beauty,25-34,Female,Homemaker,Mobile,USSD,Same Day,21220.38,2,42440.76,15,6366.11,36074.65,1,4,High,0,3.9
NM-10513,2023-07-18,7,Jul,Q3,Abuja,Jumia,Electronics,18-24,Female,Homemaker,Mobile,Cash on Delivery,Same Day,317927.23,1,317927.23,5,15896.36,302030.87,1,4,High,0,4.4
NM-10514,2023-03-10,3,Mar,Q1,Abuja,Shoprite Online,Sports & Fitness,25-34,Male,Young Professional,Desktop,Cash on Delivery,Standard (5-7 Days),59741.68,2,119483.36,10,11948.34,107535.02,5,3,Medium,0,3.8
NM-10515,2023-09-26,9,Sep,Q3,Delta,Jumia,Health & Beauty,18-24,Female,Homemaker,Mobile,Transfer,2-3 Days,21344.42,3,64033.26,5,3201.66,60831.6,3,5,Medium,1,4.5
NM-10516,2023-04-25,4,Apr,Q2,Anambra,Jiji,Sports & Fitness,25-34,Female,Young Professional,Mobile,Transfer,Same Day,71286.54,1,71286.54,20,14257.31,57029.23,1,4,High,0,3.3
NM-10517,2023-10-20,10,Oct,Q4,Borno,Instagram Shop,Home & Living,25-34,Female,Homemaker,Mobile,Transfer,2-3 Days,54047.79,1,54047.79,0,0.0,54047.79,3,4,Medium,1,4.0
